縣市區,年,月,毒品案件數,派出所數量,集會次數,宗教團體數,竊盜案件數,學校數,離婚筆數,交通案件數,青少年犯罪數(竊盜)
新北市鶯歌區,106,2月,18,4,0,26,5,31,271,64,0
新北市鶯歌區,106,3月,3,4,0,26,3,31,271,75,0
新北市鶯歌區,106,4月,51,4,0,26,5,31,271,49,0
新北市鶯歌區,106,5月,18,4,0,26,3,31,271,65,1
新北市鶯歌區,106,6月,27,4,0,26,7,31,271,66,1
新北市鶯歌區,106,7月,18,4,0,26,5,31,271,77,1
新北市鶯歌區,106,8月,13,4,0,26,2,31,271,62,1
新北市鶯歌區,106,9月,19,4,0,26,9,31,271,76,0
臺中市北屯區,106,10月,52,7,0,67,8,73,249,290,1
臺中市北屯區,106,11月,71,7,0,67,5,73,249,396,0
臺中市北屯區,106,12月,41,7,0,67,6,73,249,435,0
臺中市北屯區,106,1月,9,7,0,67,7,73,249,511,1
臺中市北屯區,106,2月,16,7,0,67,2,73,249,343,0
臺中市北屯區,106,3月,57,7,0,67,8,73,249,409,1
臺中市北屯區,106,4月,80,7,0,67,9,73,249,395,1
臺中市北屯區,106,5月,78,7,0,67,8,73,249,445,1
臺中市北屯區,106,6月,73,7,0,67,7,73,249,450,1
臺中市北屯區,106,7月,58,7,0,67,3,73,249,422,0
臺中市北屯區,106,8月,53,7,0,67,7,73,249,305,1
臺中市北屯區,106,9月,40,7,0,67,2,73,249,323,1
臺中市南屯區,106,10月,9,5,0,37,5,44,205,232,0
臺中市南屯區,106,11月,14,5,0,37,1,44,205,290,1
臺中市南屯區,106,12月,3,5,0,37,3,44,205,282,0
臺中市南屯區,106,1月,1,5,0,37,2,44,205,286,1
臺中市南屯區,106,2月,18,5,0,37,2,44,205,210,1
臺中市南屯區,106,3月,25,5,0,37,2,44,205,263,0
臺中市南屯區,106,4月,28,5,0,37,4,44,205,248,1
臺中市南屯區,106,5月,27,5,0,37,1,44,205,191,1
臺中市南屯區,106,6月,15,5,0,37,1,44,205,202,1
臺中市南屯區,106,7月,17,5,1,37,2,44,205,321,1
臺中市南屯區,106,8月,19,5,0,37,4,44,205,211,1
臺中市南屯區,106,9月,22,5,0,37,0,44,205,294,1
臺中市后里區,106,10月,11,4,0,47,1,22,0,42,1
臺中市后里區,106,11月,5,4,0,47,1,22,0,43,0
臺中市后里區,106,12月,4,4,0,47,1,22,0,89,0
臺中市后里區,106,1月,6,4,1,47,1,22,0,63,0
臺中市后里區,106,2月,14,4,0,47,1,22,0,50,0
臺中市后里區,106,3月,15,4,0,47,0,22,0,48,0
臺中市后里區,106,4月,6,4,0,47,0,22,0,45,0
臺中市后里區,106,5月,15,4,0,47,1,22,0,36,0
臺中市后里區,106,6月,20,4,0,47,0,22,0,52,0
臺中市后里區,106,7月,21,4,0,47,2,22,0,52,1
臺中市后里區,106,8月,19,4,0,47,1,22,0,42,0
臺中市后里區,106,9月,9,4,0,47,1,22,0,49,0
臺中市和平區,106,2月,2,15,0,13,0,30,0,3,0
臺中市和平區,106,4月,4,15,0,13,0,30,0,2,0
臺中市和平區,106,5月,3,15,0,13,0,30,0,1,0
臺中市和平區,106,8月,4,15,0,13,0,30,0,1,0
臺中市和平區,106,9月,1,15,0,13,0,30,0,5,0
臺中市外埔區,106,10月,5,2,0,13,0,18,0,24,0
臺中市外埔區,106,11月,3,2,0,13,0,18,0,31,0
臺中市外埔區,106,12月,3,2,0,13,0,18,0,26,0
臺中市外埔區,106,1月,4,2,0,13,0,18,0,20,0
臺中市外埔區,106,2月,9,2,0,13,0,18,0,7,0
臺中市外埔區,106,3月,14,2,0,13,0,18,0,13,0
臺中市外埔區,106,4月,10,2,0,13,0,18,0,15,0
臺中市外埔區,106,5月,10,2,0,13,0,18,0,19,0
臺中市外埔區,106,6月,5,2,0,13,0,18,0,24,0
臺中市外埔區,106,7月,4,2,0,13,0,18,0,28,0
臺中市外埔區,106,8月,11,2,0,13,0,18,0,17,0
臺中市外埔區,106,9月,5,2,0,13,1,18,0,28,0
臺中市中大安區,106,10月,3,2,0,23,0,83,0,8,0
臺中市中大安區,106,11月,8,2,0,23,0,83,0,9,0
臺中市中大安區,106,12月,5,2,0,23,0,83,0,12,0
臺中市中大安區,106,1月,8,2,0,23,0,83,0,13,0
臺中市中大安區,106,3月,8,2,0,23,0,83,0,18,0
臺中市中大安區,106,4月,9,2,0,23,0,83,0,7,0
臺中市中大安區,106,5月,9,2,0,23,0,83,0,5,0
臺中市中大安區,106,6月,9,2,0,23,0,83,0,9,0
臺中市中大安區,106,7月,6,2,0,23,0,83,0,14,0
臺中市中大安區,106,8月,3,2,0,23,0,83,0,11,0
臺中市中大安區,106,9月,2,2,0,23,0,83,0,11,0
臺中市大甲區,106,10月,7,4,0,21,2,42,205,74,1
臺中市大甲區,106,11月,13,4,0,21,2,42,205,99,1
臺中市大甲區,106,12月,8,4,0,21,0,42,205,111,0
臺中市大甲區,106,1月,13,4,0,21,1,42,205,81,0
臺中市大甲區,106,2月,1,4,0,21,2,42,205,64,0
臺中市大甲區,106,3月,48,4,0,21,3,42,205,78,1
臺中市大甲區,106,4月,36,4,0,21,1,42,205,70,1
臺中市大甲區,106,5月,34,4,0,21,3,42,205,68,0
臺中市大甲區,106,6月,13,4,0,21,0,42,205,90,0
臺中市大甲區,106,7月,18,4,0,21,2,42,205,87,1
臺中市大甲區,106,8月,31,4,0,21,0,42,205,62,0
臺中市大甲區,106,9月,4,4,0,21,0,42,205,88,0
臺中市大肚區,106,10月,4,3,0,28,1,24,0,48,1
臺中市大肚區,106,11月,1,3,0,28,0,24,0,42,0
臺中市大肚區,106,12月,9,3,0,28,1,24,0,63,0
臺中市大肚區,106,1月,6,3,0,28,0,24,0,71,0
臺中市大肚區,106,3月,20,3,0,28,3,24,0,64,0
臺中市大肚區,106,4月,6,3,0,28,0,24,0,42,0
臺中市大肚區,106,5月,17,3,0,28,2,24,0,68,0
臺中市大肚區,106,6月,3,3,0,28,0,24,0,56,0
臺中市大肚區,106,7月,3,3,0,28,3,24,0,60,1
臺中市大肚區,106,8月,9,3,0,28,0,24,0,34,1
臺中市大肚區,106,9月,10,3,0,28,1,24,0,48,0
臺中市大里區,106,10月,33,6,0,46,2,57,0,240,0
臺中市大里區,106,11月,44,6,1,46,2,57,0,219,1
臺中市大里區,106,12月,22,6,0,46,4,57,0,133,1
臺中市大里區,106,1月,25,6,0,46,4,57,0,231,1
臺中市大里區,106,2月,25,6,0,46,0,57,0,198,1
臺中市大里區,106,3月,51,6,0,46,3,57,0,329,1
臺中市大里區,106,4月,70,6,0,46,2,57,0,163,0
臺中市大里區,106,5月,63,6,0,46,2,57,0,303,1
臺中市大里區,106,6月,47,6,0,46,6,57,0,243,0
臺中市大里區,106,7月,24,6,0,46,7,57,0,274,1
臺中市大里區,106,8月,27,6,1,46,2,57,0,210,1
臺中市大里區,106,9月,30,6,0,46,4,57,0,265,1
臺中市大雅區,106,10月,10,2,0,25,3,31,0,143,0
臺中市大雅區,106,11月,14,2,0,25,4,31,0,178,0
臺中市大雅區,106,12月,5,2,0,25,1,31,0,193,0
臺中市大雅區,106,1月,1,2,0,25,2,31,0,178,0
臺中市大雅區,106,2月,9,2,0,25,2,31,0,168,0
臺中市大雅區,106,3月,5,2,0,25,3,31,0,161,0
臺中市大雅區,106,4月,25,2,0,25,0,31,0,132,1
臺中市大雅區,106,5月,30,2,0,25,5,31,0,123,0
臺中市大雅區,106,6月,22,2,0,25,3,31,0,133,1
臺中市大雅區,106,7月,10,2,0,25,2,31,0,131,1
臺中市大雅區,106,8月,9,2,0,25,1,31,0,91,1
臺中市大雅區,106,9月,23,2,0,25,3,31,0,109,0
臺中市太平區,106,10月,24,6,0,58,3,55,0,190,1
臺中市太平區,106,11月,27,6,0,58,1,55,0,151,0
臺中市太平區,106,12月,10,6,0,58,3,55,0,177,1
臺中市太平區,106,1月,23,6,0,58,5,55,0,218,1
臺中市太平區,106,2月,9,6,0,58,2,55,0,187,0
臺中市太平區,106,3月,40,6,0,58,1,55,0,243,1
臺中市太平區,106,4月,46,6,0,58,2,55,0,202,1
臺中市太平區,106,5月,66,6,0,58,3,55,0,221,1
臺中市太平區,106,6月,28,6,0,58,2,55,0,190,1
臺中市太平區,106,7月,37,6,0,58,4,55,0,183,0
臺中市太平區,106,8月,35,6,0,58,9,55,0,174,1
臺中市太平區,106,9月,22,6,0,58,3,55,0,167,0
臺中市新社區,106,11月,5,4,0,30,3,25,0,12,0
臺中市新社區,106,12月,2,4,0,30,0,25,0,16,0
臺中市新社區,106,2月,1,4,0,30,0,25,0,14,0
臺中市新社區,106,3月,6,4,0,30,0,25,0,13,0
臺中市新社區,106,4月,4,4,0,30,0,25,0,13,0
臺中市新社區,106,5月,9,4,0,30,0,25,0,12,0
臺中市新社區,106,9月,3,4,0,30,0,25,0,18,0
臺中市東勢區,106,10月,4,5,0,45,3,41,219,23,0
臺中市東勢區,106,11月,4,5,0,45,0,41,219,27,0
臺中市東勢區,106,12月,11,5,0,45,0,41,219,33,0
臺中市東勢區,106,1月,4,5,0,45,0,41,219,30,0
臺中市東勢區,106,2月,6,5,0,45,2,41,219,32,0
臺中市東勢區,106,3月,22,5,0,45,0,41,219,21,0
臺中市東勢區,106,4月,41,5,0,45,0,41,219,36,0
臺中市東勢區,106,5月,16,5,0,45,2,41,219,27,0
臺中市東勢區,106,6月,15,5,0,45,2,41,219,24,0
臺中市東勢區,106,7月,7,5,0,45,1,41,219,24,1
臺中市東勢區,106,8月,10,5,0,45,1,41,219,14,0
臺中市東勢區,106,9月,7,5,0,45,2,41,219,38,1
臺中市梧棲區,106,10月,16,2,0,35,2,26,235,53,0
臺中市梧棲區,106,11月,4,2,0,35,2,26,235,65,0
臺中市梧棲區,106,12月,6,2,0,35,0,26,235,62,0
臺中市梧棲區,106,1月,3,2,0,35,0,26,235,76,0
臺中市梧棲區,106,2月,15,2,0,35,2,26,235,60,0
臺中市梧棲區,106,3月,23,2,0,35,3,26,235,88,0
臺中市梧棲區,106,4月,24,2,0,35,1,26,235,71,1
臺中市梧棲區,106,5月,12,2,0,35,0,26,235,97,0
臺中市梧棲區,106,6月,10,2,0,35,1,26,235,82,0
臺中市梧棲區,106,7月,25,2,0,35,0,26,235,81,1
臺中市梧棲區,106,8月,12,2,0,35,0,26,235,57,1
臺中市梧棲區,106,9月,15,2,0,35,1,26,235,73,0
臺中市沙鹿區,106,10月,14,4,0,44,6,34,235,126,1
臺中市沙鹿區,106,11月,13,4,0,44,1,34,235,163,0
臺中市沙鹿區,106,12月,9,4,0,44,3,34,235,186,0
臺中市沙鹿區,106,1月,6,4,0,44,1,34,235,197,1
臺中市沙鹿區,106,2月,6,4,0,44,4,34,235,131,0
臺中市沙鹿區,106,3月,21,4,0,44,2,34,235,202,0
臺中市沙鹿區,106,4月,50,4,0,44,1,34,235,167,0
臺中市沙鹿區,106,5月,43,4,0,44,0,34,235,190,1
臺中市沙鹿區,106,6月,25,4,0,44,2,34,235,182,1
臺中市沙鹿區,106,7月,24,4,0,44,2,34,235,142,0
臺中市沙鹿區,106,8月,20,4,0,44,0,34,235,110,1
臺中市沙鹿區,106,9月,34,4,0,44,2,34,235,159,0
臺中市清水區,106,10月,12,6,0,62,0,44,194,59,0
臺中市清水區,106,11月,7,6,0,62,3,44,194,74,0
臺中市清水區,106,12月,6,6,0,62,0,44,194,64,0
臺中市清水區,106,1月,2,6,0,62,3,44,194,81,0
臺中市清水區,106,2月,17,6,0,62,3,44,194,62,0
臺中市清水區,106,3月,28,6,0,62,2,44,194,90,0
臺中市清水區,106,4月,29,6,0,62,2,44,194,85,0
臺中市清水區,106,5月,26,6,0,62,1,44,194,89,1
臺中市清水區,106,6月,31,6,0,62,4,44,194,82,1
臺中市清水區,106,7月,10,6,0,62,2,44,194,91,1
臺中市清水區,106,8月,15,6,0,62,3,44,194,61,1
臺中市清水區,106,9月,6,6,0,62,2,44,194,59,0
臺中市潭子區,106,10月,6,3,0,22,2,29,0,122,0
臺中市潭子區,106,11月,11,3,0,22,3,29,0,98,0
臺中市潭子區,106,12月,5,3,0,22,1,29,0,129,0
臺中市潭子區,106,1月,6,3,0,22,2,29,0,80,0
臺中市潭子區,106,2月,9,3,0,22,2,29,0,58,0
臺中市潭子區,106,3月,25,3,0,22,1,29,0,151,0
臺中市潭子區,106,4月,41,3,0,22,2,29,0,144,0
臺中市潭子區,106,5月,30,3,0,22,1,29,0,155,0
臺中市潭子區,106,6月,37,3,0,22,0,29,0,131,0
臺中市潭子區,106,7月,15,3,0,22,2,29,0,117,1
臺中市潭子區,106,8月,35,3,0,22,3,29,0,73,0
臺中市潭子區,106,9月,13,3,0,22,3,29,0,110,0
臺中市烏日區,106,10月,10,5,0,34,0,34,0,86,1
臺中市烏日區,106,11月,33,5,0,34,1,34,0,105,0
臺中市烏日區,106,12月,10,5,0,34,4,34,0,138,0
臺中市烏日區,106,1月,6,5,0,34,1,34,0,138,0
臺中市烏日區,106,2月,8,5,0,34,1,34,0,120,1
臺中市烏日區,106,3月,25,5,0,34,1,34,0,133,0
臺中市烏日區,106,4月,22,5,0,34,2,34,0,120,0
臺中市烏日區,106,5月,28,5,0,34,0,34,0,124,0
臺中市烏日區,106,6月,20,5,0,34,1,34,0,131,0
臺中市烏日區,106,7月,22,5,0,34,1,34,0,123,0
臺中市烏日區,106,8月,17,5,0,34,0,34,0,78,0
臺中市烏日區,106,9月,11,5,0,34,1,34,0,91,0
臺中市石岡區,106,10月,2,2,0,21,0,9,0,12,1
臺中市石岡區,106,11月,4,2,0,21,0,9,0,13,0
臺中市石岡區,106,12月,5,2,0,21,0,9,0,19,0
臺中市石岡區,106,2月,2,2,0,21,0,9,0,9,0
臺中市石岡區,106,3月,4,2,0,21,0,9,0,15,0
臺中市石岡區,106,4月,2,2,0,21,0,9,0,5,0
臺中市石岡區,106,6月,2,2,0,21,0,9,0,10,0
臺中市石岡區,106,7月,2,2,0,21,0,9,0,12,1
臺中市石岡區,106,8月,1,2,0,21,3,9,0,14,0
臺中市神岡區,106,10月,7,2,0,28,3,21,0,66,0
臺中市神岡區,106,11月,4,2,0,28,2,21,0,81,0
臺中市神岡區,106,12月,3,2,0,28,0,21,0,101,1
臺中市神岡區,106,2月,6,2,0,28,1,21,0,68,1
臺中市神岡區,106,3月,10,2,0,28,1,21,0,85,0
臺中市神岡區,106,4月,32,2,0,28,0,21,0,73,0
臺中市神岡區,106,5月,16,2,0,28,4,21,0,106,0
臺中市神岡區,106,6月,18,2,0,28,0,21,0,102,0
臺中市神岡區,106,7月,13,2,0,28,1,21,0,72,0
臺中市神岡區,106,8月,4,2,0,28,0,21,0,69,0
臺中市神岡區,106,9月,16,2,0,28,2,21,0,60,0
臺中市西屯區,106,10月,34,8,0,36,5,67,244,589,1
臺中市西屯區,106,11月,55,8,1,36,9,67,244,672,1
臺中市西屯區,106,12月,37,8,1,36,6,67,244,647,0
臺中市西屯區,106,1月,9,8,0,36,6,67,244,600,1
臺中市西屯區,106,2月,40,8,0,36,6,67,244,447,1
臺中市西屯區,106,3月,21,8,0,36,4,67,244,640,1
臺中市西屯區,106,4月,93,8,0,36,8,67,244,509,0
臺中市西屯區,106,5月,129,8,1,36,4,67,244,470,1
臺中市西屯區,106,6月,42,8,0,36,8,67,244,531,1
臺中市西屯區,106,7月,50,8,1,36,5,67,244,592,1
臺中市西屯區,106,8月,37,8,1,36,5,67,244,371,1
臺中市西屯區,106,9月,41,8,0,36,2,67,244,438,0
臺中市豐原區,106,10月,14,7,0,100,5,44,233,38,1
臺中市豐原區,106,11月,22,7,1,100,8,44,233,118,0
臺中市豐原區,106,12月,14,7,1,100,1,44,233,134,1
臺中市豐原區,106,1月,14,7,0,100,6,44,233,41,1
臺中市豐原區,106,2月,20,7,0,100,5,44,233,92,1
臺中市豐原區,106,3月,26,7,0,100,2,44,233,184,0
臺中市豐原區,106,4月,59,7,0,100,2,44,233,110,1
臺中市豐原區,106,5月,43,7,0,100,4,44,233,99,1
臺中市豐原區,106,6月,59,7,0,100,1,44,233,120,0
臺中市豐原區,106,7月,38,7,0,100,4,44,233,132,1
臺中市豐原區,106,8月,25,7,0,100,3,44,233,117,1
臺中市豐原區,106,9月,28,7,0,100,3,44,233,128,0
臺中市霧峰區,106,10月,21,5,0,44,2,41,0,100,0
臺中市霧峰區,106,11月,11,5,0,44,0,41,0,103,1
臺中市霧峰區,106,12月,4,5,0,44,0,41,0,67,0
臺中市霧峰區,106,1月,7,5,0,44,0,41,0,114,0
臺中市霧峰區,106,2月,6,5,0,44,2,41,0,73,0
臺中市霧峰區,106,3月,20,5,0,44,0,41,0,149,0
臺中市霧峰區,106,4月,35,5,0,44,3,41,0,81,0
臺中市霧峰區,106,5月,13,5,0,44,2,41,0,112,0
臺中市霧峰區,106,6月,17,5,0,44,1,41,0,92,0
臺中市霧峰區,106,7月,9,5,0,44,2,41,0,100,0
臺中市霧峰區,106,8月,20,5,0,44,1,41,0,81,1
臺中市霧峰區,106,9月,12,5,0,44,2,41,0,114,1
臺中市龍井區,106,10月,6,5,0,42,2,29,0,90,0
臺中市龍井區,106,11月,2,5,0,42,2,29,0,98,0
臺中市龍井區,106,12月,5,5,1,42,1,29,0,99,0
臺中市龍井區,106,2月,2,5,0,42,0,29,0,97,0
臺中市龍井區,106,3月,28,5,0,42,0,29,0,131,0
臺中市龍井區,106,4月,17,5,0,42,0,29,0,116,1
臺中市龍井區,106,5月,18,5,0,42,1,29,0,140,0
臺中市龍井區,106,6月,21,5,0,42,0,29,0,116,1
臺中市龍井區,106,7月,14,5,0,42,2,29,0,116,1
臺中市龍井區,106,8月,11,5,0,42,1,29,0,78,1
臺中市龍井區,106,9月,10,5,0,42,1,29,0,106,0
臺中市中區,106,10月,15,2,0,12,4,3,276,58,0
臺中市中區,106,11月,16,2,0,12,5,3,276,51,0
臺中市中區,106,12月,7,2,0,12,0,3,276,69,0
臺中市中區,106,1月,3,2,0,12,3,3,276,72,1
臺中市中區,106,2月,6,2,0,12,1,3,276,60,1
臺中市中區,106,3月,30,2,1,12,2,3,276,62,0
臺中市中區,106,4月,23,2,0,12,4,3,276,45,1
臺中市中區,106,5月,40,2,0,12,2,3,276,37,1
臺中市中區,106,6月,15,2,0,12,2,3,276,71,0
臺中市中區,106,7月,13,2,0,12,7,3,276,53,0
臺中市中區,106,8月,12,2,0,12,3,3,276,43,1
臺中市中區,106,9月,17,2,0,12,0,3,276,60,0
臺中市中北區,106,10月,81,6,1,49,9,16,258,262,1
臺中市中北區,106,11月,67,6,1,49,7,16,258,246,1
臺中市中北區,106,12月,57,6,1,49,6,16,258,275,1
臺中市中北區,106,1月,7,6,0,49,8,16,258,336,1
臺中市中北區,106,2月,23,6,0,49,4,16,258,278,0
臺中市中北區,106,3月,83,6,0,49,3,16,258,281,0
臺中市中北區,106,4月,120,6,0,49,5,16,258,231,1
臺中市中北區,106,5月,158,6,0,49,4,16,258,283,0
臺中市中北區,106,6月,96,6,0,49,7,16,258,279,0
臺中市中北區,106,7月,63,6,1,49,5,16,258,254,1
臺中市中北區,106,8月,58,6,0,49,6,16,258,176,1
臺中市中北區,106,9月,54,6,0,49,0,16,258,276,0
臺中市中南區,106,10月,12,4,0,28,6,20,204,159,1
臺中市中南區,106,11月,5,4,0,28,2,20,204,177,0
臺中市中南區,106,12月,13,4,0,28,1,20,204,214,0
臺中市中南區,106,1月,6,4,1,28,4,20,204,215,1
臺中市中南區,106,2月,6,4,0,28,6,20,204,181,0
臺中市中南區,106,3月,18,4,0,28,4,20,204,200,0
臺中市中南區,106,4月,15,4,0,28,4,20,204,185,1
臺中市中南區,106,5月,22,4,0,28,5,20,204,178,1
臺中市中南區,106,6月,21,4,0,28,0,20,204,220,0
臺中市中南區,106,7月,27,4,0,28,3,20,204,167,0
臺中市中南區,106,8月,7,4,0,28,2,20,204,119,0
臺中市中南區,106,9月,11,4,0,28,0,20,204,182,0
臺中市中東區,106,10月,7,3,0,30,6,26,239,157,1
臺中市中東區,106,11月,18,3,0,30,4,26,239,201,0
臺中市中東區,106,12月,12,3,0,30,4,26,239,221,0
臺中市中東區,106,1月,2,3,0,30,2,26,239,248,0
臺中市中東區,106,2月,6,3,0,30,2,26,239,190,0
臺中市中東區,106,3月,25,3,1,30,3,26,239,209,1
臺中市中東區,106,4月,49,3,0,30,8,26,239,218,1
臺中市中東區,106,5月,38,3,0,30,6,26,239,174,0
臺中市中東區,106,6月,24,3,0,30,4,26,239,225,1
臺中市中東區,106,7月,15,3,0,30,7,26,239,172,1
臺中市中東區,106,8月,13,3,0,30,3,26,239,110,0
臺中市中東區,106,9月,10,3,0,30,0,26,239,192,1
臺中市西區,106,10月,18,4,0,30,2,29,219,220,1
臺中市西區,106,11月,26,4,1,30,0,29,219,236,1
臺中市西區,106,12月,14,4,1,30,0,29,219,281,0
臺中市西區,106,1月,2,4,1,30,1,29,219,252,1
臺中市西區,106,2月,5,4,1,30,3,29,219,298,1
臺中市西區,106,3月,10,4,0,30,0,29,219,332,0
臺中市西區,106,4月,18,4,0,30,2,29,219,225,1
臺中市西區,106,5月,30,4,0,30,6,29,219,216,1
臺中市西區,106,6月,25,4,0,30,0,29,219,320,1
臺中市西區,106,7月,18,4,0,30,3,29,219,291,1
臺中市西區,106,8月,15,4,0,30,4,29,219,208,1
臺中市西區,106,9月,10,4,0,30,0,29,219,254,1
臺北市中山區,106,10月,76,9,1,79,3,54,207,212,1
臺北市中山區,106,11月,66,9,1,79,5,54,207,260,1
臺北市中山區,106,12月,69,9,1,79,2,54,207,304,0
臺北市中山區,106,1月,16,9,1,79,10,54,207,250,1
臺北市中山區,106,2月,6,9,1,79,9,54,207,237,1
臺北市中山區,106,3月,44,9,1,79,5,54,207,269,1
臺北市中山區,106,4月,171,9,1,79,10,54,207,200,1
臺北市中山區,106,5月,256,9,1,79,11,54,207,252,1
臺北市中山區,106,6月,226,9,1,79,5,54,207,208,1
臺北市中山區,106,7月,140,9,1,79,4,54,207,224,1
臺北市中山區,106,8月,127,9,1,79,4,54,207,227,1
臺北市中山區,106,9月,96,9,1,79,10,54,207,219,1
臺北市中正區,106,10月,18,12,1,50,7,44,192,171,1
臺北市中正區,106,11月,11,12,1,50,4,44,192,157,0
臺北市中正區,106,12月,7,12,1,50,8,44,192,190,0
臺北市中正區,106,2月,6,12,1,50,4,44,192,172,1
臺北市中正區,106,3月,4,12,1,50,3,44,192,182,1
臺北市中正區,106,4月,27,12,1,50,4,44,192,137,1
臺北市中正區,106,5月,26,12,1,50,4,44,192,161,1
臺北市中正區,106,6月,31,12,1,50,1,44,192,142,1
臺北市中正區,106,7月,39,12,1,50,10,44,192,173,1
臺北市中正區,106,8月,11,12,1,50,4,44,192,196,1
臺北市中正區,106,9月,9,12,1,50,3,44,192,173,1
臺北市信義區,106,10月,26,6,1,42,8,44,217,191,1
臺北市信義區,106,11月,14,6,1,42,3,44,217,208,1
臺北市信義區,106,12月,24,6,1,42,4,44,217,239,1
臺北市信義區,106,1月,6,6,1,42,5,44,217,196,1
臺北市信義區,106,2月,5,6,1,42,0,44,217,167,1
臺北市信義區,106,3月,18,6,1,42,5,44,217,208,1
臺北市信義區,106,4月,73,6,1,42,2,44,217,164,1
臺北市信義區,106,5月,52,6,1,42,2,44,217,189,1
臺北市信義區,106,6月,50,6,1,42,3,44,217,186,1
臺北市信義區,106,7月,34,6,1,42,3,44,217,202,1
臺北市信義區,106,8月,20,6,1,42,4,44,217,210,1
臺北市信義區,106,9月,31,6,1,42,5,44,217,219,1
臺北市內湖區,106,10月,39,10,0,23,9,64,215,155,1
臺北市內湖區,106,11月,17,10,0,23,3,64,215,149,1
臺北市內湖區,106,12月,16,10,0,23,5,64,215,167,0
臺北市內湖區,106,1月,12,10,0,23,3,64,215,229,1
臺北市內湖區,106,2月,10,10,0,23,6,64,215,165,1
臺北市內湖區,106,3月,19,10,0,23,3,64,215,194,1
臺北市內湖區,106,4月,35,10,0,23,5,64,215,137,1
臺北市內湖區,106,5月,42,10,0,23,5,64,215,150,1
臺北市內湖區,106,6月,19,10,0,23,3,64,215,158,0
臺北市內湖區,106,7月,24,10,0,23,7,64,215,158,1
臺北市內湖區,106,8月,17,10,0,23,6,64,215,135,1
臺北市內湖區,106,9月,21,10,0,23,2,64,215,146,1
臺北市北投區,106,10月,15,10,0,65,6,72,206,203,1
臺北市北投區,106,11月,20,10,0,65,10,72,206,217,0
臺北市北投區,106,12月,10,10,0,65,3,72,206,240,0
臺北市北投區,106,1月,9,10,0,65,10,72,206,204,1
臺北市北投區,106,2月,14,10,0,65,5,72,206,189,0
臺北市北投區,106,3月,21,10,0,65,7,72,206,201,0
臺北市北投區,106,4月,46,10,0,65,7,72,206,145,1
臺北市北投區,106,5月,69,10,0,65,12,72,206,210,1
臺北市北投區,106,6月,20,10,0,65,5,72,206,206,1
臺北市北投區,106,7月,35,10,0,65,7,72,206,203,1
臺北市北投區,106,8月,16,10,0,65,6,72,206,187,0
臺北市北投區,106,9月,15,10,0,65,7,72,206,204,0
臺北市南港區,106,10月,15,5,0,19,8,30,203,69,0
臺北市南港區,106,11月,21,5,0,19,4,30,203,80,1
臺北市南港區,106,12月,8,5,0,19,0,30,203,95,0
臺北市南港區,106,1月,10,5,0,19,2,30,203,81,1
臺北市南港區,106,2月,5,5,0,19,3,30,203,56,1
臺北市南港區,106,3月,11,5,0,19,0,30,203,79,1
臺北市南港區,106,4月,25,5,0,19,3,30,203,81,1
臺北市南港區,106,5月,23,5,0,19,6,30,203,61,1
臺北市南港區,106,6月,30,5,0,19,5,30,203,55,0
臺北市南港區,106,7月,16,5,0,19,2,30,203,90,1
